"first_name","last_name","gender","past_3_years_bike_related_purchases","dob","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","Rank","Value","age","age_category"
"Ardis","Taree","Female",97,"1960-04-12","Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",5,"0 Emmet Trail","4128","QLD","Australia","9","625","0.75",63,"Mature adults"
"Wheeler","Godsil","Male",51,"1993-09-20","Geologist IV","Manufacturing","Affluent Customer","N","Yes",6,"7 Spaight Drive","2147","NSW","Australia","9","626","0.74",30,"Young adults"
"Marissa","O'Scandall","Female",17,"1973-07-13",NULL,"n/a","Affluent Customer","N","Yes",7,"45000 Randy Court","3199","VIC","Australia","7","626","0.74",50,"Middle adults"
"Terrel","Keynd","Male",30,"1961-04-20","Junior Executive","Manufacturing","Mass Customer","N","No",9,"65 David Pass","4221","QLD","Australia","7","626","0.74",62,"Mature adults"
"Augie","Swallwell","Male",42,"1939-08-22",NULL,"Property","Affluent Customer","N","Yes",13,"7 Golden Leaf Avenue","2400","NSW","Australia","2","626","0.74",84,"Seniors"
"Dillon","Bannister","Male",7,"1945-12-24","Tax Accountant","n/a","Mass Customer","N","No",11,"43 Dayton Drive","2062","NSW","Australia","9","626","0.74",78,"Seniors"
"Osbourn","Gherardini","Male",43,"1987-05-01",NULL,"n/a","High Net Worth","N","Yes",16,"5 Dryden Road","2782","NSW","Australia","7","626","0.74",36,"Middle adults"
"Lissa","Gawn","Female",86,"1962-09-21","Legal Assistant","Health","Mass Customer","N","Yes",17,"14183 Iowa Center","4503","QLD","Australia","5","632","0.74",61,"Mature adults"
"Leisha","McConway","Female",3,"1975-10-31","Payment Adjustment Coordinator","Financial Services","Mass Customer","N","Yes",13,"95 Del Mar Court","3175","VIC","Australia","8","632","0.74",48,"Middle adults"
"Kearney","Cuddehy","Male",88,"1997-05-18","Marketing Assistant","Retail","Mass Customer","N","No",12,"98 Shoshone Road","4207","QLD","Australia","6","634","0.74",26,"Young adults"
"Shellysheldon","Bichard","Male",96,"1954-01-06","Desktop Support Technician","Financial Services","Mass Customer","N","Yes",16,"7199 Springview Parkway","4503","QLD","Australia","5","634","0.74",69,"Seniors"
"Reinhard","Oscroft","Male",23,"1950-03-18","Pharmacist","Health","High Net Worth","N","No",18,"045 Magdeline Court","3690","VIC","Australia","1","634","0.74",73,"Seniors"
"Menard","Venmore","Male",97,"1978-04-04","Assistant Professor","Retail","High Net Worth","N","No",8,"5 Hoard Trail","2197","NSW","Australia","10","637","0.74",45,"Middle adults"
"Kata","Harrop","Female",70,"1950-05-04",NULL,"Retail","Affluent Customer","N","Yes",13,"2 Ridgeway Avenue","2196","NSW","Australia","10","637","0.74",73,"Seniors"
"Pierrette","Gummie","Female",18,"1966-08-04","Statistician II","Retail","Affluent Customer","N","No",14,"29 Maple Trail","3143","VIC","Australia","8","637","0.74",57,"Mature adults"
"Nady","Withinshaw","Female",96,"1968-02-17","Database Administrator III","n/a","High Net Worth","N","No",8,"7 Brentwood Circle","4000","QLD","Australia","7","641","0.73",55,"Mature adults"
"Demott","Mullaly","Male",42,"1982-12-15","Help Desk Operator","Property","Mass Customer","N","No",13,"28 Hazelcrest Drive","2525","NSW","Australia","8","642","0.73",41,"Middle adults"
"Wendye","Kleinplatz","Female",48,"1996-05-28","Executive Secretary","Manufacturing","Affluent Customer","N","No",14,"01 Reindahl Circle","4132","QLD","Australia","3","643","0.73",27,"Young adults"
"Irvin","Bevans","Male",82,"1962-07-12","Payment Adjustment Coordinator","Manufacturing","Mass Customer","N","No",12,"5880 Hauk Street","2046","NSW","Australia","11","644","0.73",61,"Mature adults"
"Madella","Marquiss","Female",51,"1976-10-08","VP Marketing","n/a","Affluent Customer","N","No",18,"0 Larry Park","3175","VIC","Australia","8","644","0.73",47,"Middle adults"
"Wolf","Craft","Male",93,"1995-07-19","Database Administrator III","Retail","Affluent Customer","N","Yes",5,"7513 Swallow Drive","2148","NSW","Australia","9","646","0.73",28,"Young adults"
"Aldin","Newsome","Male",24,"1981-07-06","Financial Analyst","Financial Services","Mass Customer","N","No",17,"058 Morningstar Center","2127","NSW","Australia","9","648","0.73",42,"Middle adults"
"Sindee","Jasik","Female",18,"1942-10-21","Social Worker","Health","Mass Customer","N","Yes",15,"0689 Melby Park","4030","QLD","Australia","9","648","0.73",81,"Seniors"
"Truman","Arlett","Male",58,"1958-06-25","Technical Writer","Manufacturing","High Net Worth","N","Yes",16,"3 Spohn Circle","2477","NSW","Australia","5","648","0.73",65,"Seniors"
"Gordon","Rewan","Male",42,"1988-01-07","Chief Design Engineer","n/a","Mass Customer","N","No",5,"91 Calypso Trail","2750","NSW","Australia","8","651","0.72",35,"Middle adults"
"Israel","Brough","Male",29,"1976-10-29",NULL,"n/a","Mass Customer","N","Yes",8,"43863 Victoria Lane","2281","NSW","Australia","7","651","0.72",47,"Middle adults"
"Leticia","Hovenden","Female",98,"1997-04-03","Mechanical Systems Engineer","Retail","Mass Customer","N","Yes",1,"54782 Lake View Parkway","3178","VIC","Australia","9","653","0.72",26,"Young adults"
"Caritta","Compston","Female",86,"1958-04-25","Geological Engineer","Manufacturing","Mass Customer","N","Yes",17,"48971 Marquette Point","3976","VIC","Australia","5","653","0.72",65,"Seniors"
"Annabelle","Hanwell","Female",11,"1951-11-28","Professor","Manufacturing","High Net Worth","N","Yes",15,"99 Sherman Parkway","3083","VIC","Australia","12","655","0.72",72,"Seniors"
"Darryl","Hovee","Female",2,"1944-04-28","Professor","Financial Services","Mass Customer","N","Yes",19,"381 Emmet Terrace","2047","NSW","Australia","12","655","0.72",79,"Seniors"
"Orly","Nesbitt","Female",6,"1985-03-25","Analyst Programmer","Manufacturing","High Net Worth","N","Yes",14,"7 Beilfuss Road","3163","VIC","Australia","6","657","0.71",38,"Middle adults"
"Margette","Gibard","Female",34,"1942-07-06",NULL,"Manufacturing","Affluent Customer","N","Yes",9,"37068 Montana Street","2011","NSW","Australia","7","658","0.71",81,"Seniors"
"Nicol","Bertot","Female",25,"1977-09-11","Financial Advisor","Financial Services","Affluent Customer","N","Yes",18,"7 Elgar Hill","3060","VIC","Australia","5","658","0.71",46,"Middle adults"
"Nobe","Trowsdale","Male",12,"1968-07-12","Community Outreach Specialist","Financial Services","Mass Customer","N","No",16,"36506 Bartillon Point","3816","VIC","Australia","3","658","0.71",55,"Mature adults"
"Stephen","Tittershill","Male",73,"1991-12-21","Nurse Practicioner","Financial Services","High Net Worth","N","No",6,"8 Scott Drive","3150","VIC","Australia","11","658","0.71",32,"Young adults"
"Giselbert","Pickring","Male",94,"1959-07-28","Tax Accountant","Manufacturing","Affluent Customer","N","Yes",20,"653 2nd Park","2766","NSW","Australia","8","662","0.71",64,"Mature adults"
"Shane","Diss","Female",50,"1980-10-29",NULL,"Financial Services","High Net Worth","N","Yes",16,"22 Shelley Plaza","3198","VIC","Australia","8","662","0.71",43,"Middle adults"
"Lisette","Davers","Female",59,"1940-10-26","Developer III","Health","High Net Worth","N","No",17,"504 Stuart Pass","2130","NSW","Australia","11","662","0.71",83,"Seniors"
"Kippar","Whyatt","Male",13,"1960-01-21",NULL,"Property","Mass Customer","N","No",10,"264 Valley Edge Pass","2259","NSW","Australia","7","666","0.71",63,"Mature adults"
"Xenia","Maleck","Female",41,"1960-02-14","VP Product Management","Telecommunications","Mass Customer","N","No",12,"5 Southridge Hill","3029","VIC","Australia","7","666","0.71",63,"Mature adults"
"Essie","Withur","Female",42,"1941-02-26","Director of Sales","Financial Services","High Net Worth","N","No",19,"539 Graceland Pass","3444","VIC","Australia","7","668","0.71",82,"Seniors"
"Cecil","Gant","Male",52,"1976-07-16",NULL,"n/a","High Net Worth","N","Yes",9,"22435 Barnett Court","2145","NSW","Australia","8","668","0.71",47,"Middle adults"
"Trudie","Phinnessy","Female",45,"1960-07-04",NULL,"Financial Services","Mass Customer","N","Yes",15,"077 Dennis Lane","3030","VIC","Australia","9","751","0.65",63,"Mature adults"
"Lillis","Eshmade","Female",50,"1974-10-12","Structural Analysis Engineer","Financial Services","Mass Customer","N","Yes",22,"46057 Harbort Hill","4304","QLD","Australia","2","668","0.71",49,"Middle adults"
"Ted","Izacenko","Male",3,"1959-08-01","Librarian","Entertainment","High Net Worth","N","No",9,"2 Shasta Place","3130","VIC","Australia","10","668","0.71",64,"Mature adults"
"Nixie","Shoesmith","Female",45,"1956-12-04","Junior Executive","Retail","Affluent Customer","N","No",12,"77608 Donald Center","4516","QLD","Australia","6","672","0.70",67,"Seniors"
"Briana","Trill","Female",5,"1944-03-18","Health Coach III","Health","High Net Worth","N","No",11,"0433 La Follette Road","2137","NSW","Australia","11","672","0.70",79,"Seniors"
"Cobbie","Bruyett","Male",20,"1956-03-19","Associate Professor","n/a","Mass Customer","N","Yes",20,"8593 Prairie Rose Way","2500","NSW","Australia","8","674","0.70",67,"Seniors"
"Wrennie","Dwelly","Female",23,"1940-03-11","Operator","Manufacturing","Mass Customer","N","No",18,"179 Carey Terrace","3020","VIC","Australia","9","674","0.70",83,"Seniors"
"Sibylla","Kibble","Female",73,"1962-08-05","Pharmacist","Health","High Net Worth","N","No",12,"3 Ruskin Hill","2122","NSW","Australia","9","676","0.70",61,"Mature adults"
"Kariotta","Naper","Female",8,"1952-04-07","VP Sales","Health","Mass Customer","N","No",21,"87 Crescent Oaks Alley","2756","NSW","Australia","10","676","0.70",71,"Seniors"
"Wylie","Huntingdon","Male",99,"1966-08-11","VP Quality Control","Financial Services","Mass Customer","N","No",15,"08822 Duke Road","2763","NSW","Australia","8","676","0.70",57,"Mature adults"
"Lizbeth","Garvan","Female",36,"1996-09-06","Structural Analysis Engineer","Health","Mass Customer","N","No",4,"5 Schurz Street","2141","NSW","Australia","9","676","0.70",27,"Young adults"
"Averil","Ackery","Male",93,"1970-09-09","Sales Representative","Retail","Mass Customer","N","Yes",7,"344 Darwin Junction","2093","NSW","Australia","12","676","0.70",53,"Middle adults"
"Myrtie","Ostrich","Female",70,"1996-06-18","VP Quality Control","Property","Affluent Customer","N","Yes",9,"320 Acker Drive","2251","NSW","Australia","7","676","0.70",27,"Young adults"
"Ross","Vidgen","Male",17,"1947-12-28","VP Sales","Retail","Affluent Customer","N","No",12,"2874 Bay Hill","4032","QLD","Australia","9","682","0.70",76,"Seniors"
"Sibby","Skinner","Female",25,"1981-05-05","Accountant IV","Manufacturing","Mass Customer","N","Yes",12,"3 Sunbrook Alley","4178","QLD","Australia","7","682","0.70",42,"Middle adults"
"Selle","Casper","Female",98,"1978-03-27","Social Worker","Health","Mass Customer","N","Yes",10,"34 Jay Hill","2880","NSW","Australia","1","684","0.70",45,"Middle adults"
"Andrew","Froment","Male",58,"1977-07-19","Office Assistant IV","Retail","High Net Worth","N","No",7,"78 Bluestem Road","3860","VIC","Australia","2","684","0.70",46,"Middle adults"
"Maurizia","Ritmeyer","Female",95,"1980-04-09","Teacher","Entertainment","Mass Customer","N","Yes",3,"0 Express Lane","2142","NSW","Australia","6","684","0.70",43,"Middle adults"
"Keenan","Moriarty","Male",67,"1994-12-23","Actuary","Financial Services","Mass Customer","N","Yes",2,"077 Hansons Point","4075","QLD","Australia","8","684","0.70",29,"Young adults"
"Davide","Senten","Male",22,"1941-02-23","Accounting Assistant II","Manufacturing","Mass Customer","N","No",11,"23737 Bartillon Street","2171","NSW","Australia","9","688","0.70",82,"Seniors"
"Renie","Fiveash","Female",92,"1992-10-10","Occupational Therapist","Health","High Net Worth","N","No",16,"2 Anniversary Trail","4508","QLD","Australia","4","688","0.70",31,"Young adults"
"Debby","Balmadier","Female",53,"1992-06-24","Administrative Assistant II","Financial Services","Affluent Customer","N","Yes",5,"738 Spaight Drive","3216","VIC","Australia","8","691","0.69",31,"Young adults"
"Rockie","MacKibbon","Male",42,"1978-04-20",NULL,"n/a","Mass Customer","N","Yes",13,"8 Bunker Hill Court","2298","NSW","Australia","8","691","0.69",45,"Middle adults"
"Harvey","Dwelley","Male",70,"1973-08-30","Help Desk Technician","Financial Services","Affluent Customer","N","No",18,"59846 2nd Pass","2077","NSW","Australia","9","691","0.69",50,"Middle adults"
"Patrice","Pariss","Male",96,"1954-06-15","VP Accounting","Financial Services","Mass Customer","N","No",9,"3745 Thierer Trail","4078","QLD","Australia","5","691","0.69",69,"Seniors"
"Arman","Yakubov","Male",68,"1977-10-07","VP Quality Control","Property","High Net Worth","N","Yes",17,"11121 Jackson Crossing","2323","NSW","Australia","4","691","0.69",46,"Middle adults"
"Gardiner","Gypps","Male",91,"1991-06-01","VP Product Management","Retail","Mass Customer","N","Yes",13,"1 Elgar Alley","2166","NSW","Australia","9","691","0.69",32,"Young adults"
"Cathleen","Le Teve","Female",75,"1950-11-06","Recruiting Manager","n/a","High Net Worth","N","No",18,"32834 Caliangt Way","4211","QLD","Australia","3","691","0.69",73,"Seniors"
"Thaddus","Joder","Male",31,"1957-12-10",NULL,"Manufacturing","Mass Customer","N","No",7,"27185 Fisk Drive","2290","NSW","Australia","8","698","0.69",66,"Seniors"
"Josepha","Clamp","Female",12,"1961-11-03","Marketing Manager","n/a","High Net Worth","N","No",12,"2 Harper Junction","2069","NSW","Australia","12","698","0.69",62,"Mature adults"
"Jillane","Simion","Female",8,"1974-07-03","VP Marketing","Manufacturing","High Net Worth","N","No",7,"7 Caliangt Street","4209","QLD","Australia","3","700","0.69",49,"Middle adults"
"Lynnell","Shoesmith","Female",44,"1981-01-29","Occupational Therapist","Health","High Net Worth","N","Yes",7,"5331 Ilene Parkway","2560","NSW","Australia","8","700","0.69",42,"Middle adults"
"Mandie","MacAdie","Female",39,"1974-12-25","Chief Design Engineer","Telecommunications","High Net Worth","N","No",13,"1009 Roxbury Point","2110","NSW","Australia","11","700","0.69",49,"Middle adults"
"Ferdinand","Billie","Male",97,"1965-09-04","Chemical Engineer","Manufacturing","Mass Customer","N","No",6,"660 Carey Avenue","2759","NSW","Australia","8","700","0.69",58,"Mature adults"
"Suzy","Bussens","Female",44,"1973-04-29",NULL,"Financial Services","Mass Customer","N","No",13,"25 Oneill Alley","4102","QLD","Australia","9","700","0.69",50,"Middle adults"
"Emeline","Vezey","Female",37,"1953-08-07","Dental Hygienist","Health","Affluent Customer","N","Yes",19,"2 Golden Leaf Parkway","3759","VIC","Australia","7","700","0.69",70,"Seniors"
"Cissiee","Baylis","Female",99,"1951-07-22","Cost Accountant","Financial Services","High Net Worth","N","No",16,"18 Dottie Park","2230","NSW","Australia","11","700","0.69",72,"Seniors"
"Roldan","Raybould","Male",27,"1975-11-18","Actuary","Financial Services","Mass Customer","N","No",11,"85 Badeau Pass","3158","VIC","Australia","8","700","0.69",48,"Middle adults"
"Barth","Weare","Male",18,"1946-08-22","Clinical Specialist","Health","Mass Customer","N","Yes",8,"784 Lotheville Court","2541","NSW","Australia","5","708","0.68",77,"Seniors"
"Alta","Pithcock","Female",64,"1999-11-18","GIS Technical Architect","Financial Services","Mass Customer","N","No",2,"57568 Northview Junction","2141","NSW","Australia","7","708","0.68",24,"Young adults"
"Marc","Keunemann","Male",57,"1972-09-04","Dental Hygienist","Health","Affluent Customer","N","Yes",14,"283 Golf View Lane","2747","NSW","Australia","8","708","0.68",51,"Middle adults"
"Bertine","Smalles","Female",85,"1983-12-10","VP Quality Control","Financial Services","Mass Customer","N","Yes",9,"7 Johnson Hill","3028","VIC","Australia","8","708","0.68",40,"Middle adults"
"Wilbert","O'Loughnan","Male",14,"1983-05-18","Paralegal","Financial Services","Mass Customer","N","Yes",6,"22580 Doe Crossing Drive","4055","QLD","Australia","9","708","0.68",40,"Middle adults"
"Seymour","Fellibrand","Male",28,"1971-10-11","Structural Analysis Engineer","n/a","Affluent Customer","N","Yes",18,"96081 Lakewood Hill","4650","QLD","Australia","2","708","0.68",52,"Middle adults"
"Miran","Runchman","Female",47,"1975-07-09","Nurse","Retail","Mass Customer","N","No",17,"6634 Old Gate Parkway","4304","QLD","Australia","3","708","0.68",48,"Middle adults"
"Dorotea","Fenwick","Female",74,"1950-10-12","Nurse","Financial Services","High Net Worth","N","No",12,"72 Lukken Crossing","2016","NSW","Australia","11","715","0.68",73,"Seniors"
"Jenny","Massy","Female",82,"1963-10-16","Project Manager","Telecommunications","Mass Customer","N","Yes",10,"6 Meadow Ridge Pass","2470","NSW","Australia","2","715","0.68",60,"Mature adults"
"Hyman","Petrolli","Male",8,"1965-09-09","Senior Sales Associate","n/a","Affluent Customer","N","Yes",4,"290 Menomonie Circle","3782","VIC","Australia","7","715","0.68",58,"Mature adults"
"Beatrix","McGivena","Female",26,"1966-10-18","Assistant Manager","Health","Mass Customer","N","Yes",9,"6 Sutherland Parkway","4879","QLD","Australia","10","715","0.68",57,"Mature adults"
"Nalani","Hallad","Female",15,"1999-11-30","Environmental Specialist","Health","Affluent Customer","N","Yes",9,"1 Oriole Crossing","3184","VIC","Australia","9","719","0.68",24,"Young adults"
